customer_id,first_name,last_name,country,customer_segment,total_bookings,total_failed_payments,total_retries,total_anomalies,problematic_journeys,severity_score,severity_level,frequency_score,frequency_level,persistence_score,persistence_level,customer_risk_score,customer_risk_level,behavior_profile,primary_risk_driver,dimension_explanation,behavioral_signals,research_risk_signals,risk_explanation
C002906,Brittany,Taylor,Saudi Arabia,Premium,1,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C002908,Heidi,Moore,Saudi Arabia,Premium,1,1,1,0,0,30.0,MODERATE,16.25,MODERATE,0.0,NONE,16.88,LOW,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 30.00) | Moderate problematic activity frequency (score 16.25) | No persistent problematic behavior,1 failed payment attempts | 1 payment retries,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 16.88. Primary risk dimension: SEVERITY. Severity=30.00, Frequency=16.25, Persistence=0.00. 1 failed payment attempts | 1 payment retries"
C002909,Robin,Lopez,United Arab Emirates,Standard,2,1,1,0,0,30.0,MODERATE,8.12,LOW,0.0,NONE,14.44,LOW,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 30.00) | Low problematic activity frequency (score 8.12) | No persistent problematic behavior,1 failed payment attempts | 1 payment retries,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 14.44. Primary risk dimension: SEVERITY. Severity=30.00, Frequency=8.12, Persistence=0.00. 1 failed payment attempts | 1 payment retries"
C002910,Anthony,Smith,United Arab Emirates,Standard,1,2,2,2,1,65.0,HIGH,37.5,HIGH,30.0,MODERATE,46.25,MEDIUM,NORMAL_CUSTOMER,SEVERITY,High journey severity (score 65.00) | High problematic activity frequency (score 37.50) | Moderate persistence of problematic behavior (score 30.00),2 failed payment attempts | 2 payment retries | 2 detected journey anomalies | 1 problematic journey,REPEATED_PAYMENT_FAILURES,"Customer classified as MEDIUM with a risk score of 46.25. Primary risk dimension: SEVERITY. Severity=65.00, Frequency=37.50, Persistence=30.00. 2 failed payment attempts | 2 payment retries | 2 detected journey anomalies | 1 problematic journey"
C002912,Stacey,Swanson,Saudi Arabia,Standard,2,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C002913,Anne,Henry,United Kingdom,Standard,2,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C002915,Jacob,Bentley,Saudi Arabia,Standard,3,1,1,0,0,30.0,MODERATE,5.42,LOW,0.0,NONE,13.63,LOW,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Moderate journey severity (score 30.00) | Low problematic activity frequency (score 5.42) | No persistent problematic behavior,1 failed payment attempts | 1 payment retries,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 13.63. Primary risk dimension: SEVERITY. Severity=30.00, Frequency=5.42, Persistence=0.00. 1 failed payment attempts | 1 payment retries"
C002916,Vanessa,Waller,United Kingdom,Premium,2,2,2,3,2,65.0,HIGH,20.0,MODERATE,79.0,VERY_HIGH,55.7,HIGH,FRICTION_PRONE_CUSTOMER,PERSISTENCE,High journey severity (score 65.00) | Moderate problematic activity frequency (score 20.00) | Very persistent problematic behavior (score 79.00),2 failed payment attempts | 2 payment retries | 3 detected journey anomalies | 2 problematic journeys,PERSISTENT_BEHAVIOR | REPEATED_PAYMENT_FAILURES | MULTIPLE_PROBLEMATIC_JOURNEYS,"Customer classified as HIGH with a risk score of 55.70. Primary risk dimension: PERSISTENCE. Severity=65.00, Frequency=20.00, Persistence=79.00. 2 failed payment attempts | 2 payment retries | 3 detected journey anomalies | 2 problematic journeys"
C002917,Nicole,Brooks,United Kingdom,Standard,1,0,0,1,1,45.0,MODERATE,2.5,LOW,30.0,MODERATE,27.75,MEDIUM,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 45.00) | Low problematic activity frequency (score 2.50) | Moderate persistence of problematic behavior (score 30.00),1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 27.75. Primary risk dimension: SEVERITY. Severity=45.00, Frequency=2.50, Persistence=30.00. 1 detected journey anomaly | 1 problematic journey"
C002918,Travis,Burns,United States,Standard,1,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C002919,Kyle,Davidson,United Arab Emirates,Standard,2,0,0,1,1,45.0,MODERATE,1.25,LOW,30.0,MODERATE,27.38,MEDIUM,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 45.00) | Low problematic activity frequency (score 1.25) | Moderate persistence of problematic behavior (score 30.00),1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 27.38. Primary risk dimension: SEVERITY. Severity=45.00, Frequency=1.25, Persistence=30.00. 1 detected journey anomaly | 1 problematic journey"
C002920,Tracy,Chapman,United Arab Emirates,Premium,3,2,2,3,1,100.0,VERY_HIGH,13.33,LOW,30.0,MODERATE,53.0,HIGH,FRICTION_PRONE_CUSTOMER,SEVERITY,Very high journey severity (score 100.00) | Low problematic activity frequency (score 13.33) | Moderate persistence of problematic behavior (score 30.00),2 failed payment attempts | 2 payment retries | 3 detected journey anomalies | 1 problematic journey | 1 critical journey(s),HIGH_SEVERITY | REPEATED_PAYMENT_FAILURES | CRITICAL_JOURNEY,"Customer classified as HIGH with a risk score of 53.00. Primary risk dimension: SEVERITY. Severity=100.00, Frequency=13.33, Persistence=30.00. 2 failed payment attempts | 2 payment retries | 3 detected journey anomalies | 1 problematic journey | 1 critical journey(s)"
C002921,Christopher,Ortiz,United Arab Emirates,Standard,2,0,0,1,1,45.0,MODERATE,1.25,LOW,30.0,MODERATE,27.38,MEDIUM,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 45.00) | Low problematic activity frequency (score 1.25) | Moderate persistence of problematic behavior (score 30.00),1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 27.38. Primary risk dimension: SEVERITY. Severity=45.00, Frequency=1.25, Persistence=30.00. 1 detected journey anomaly | 1 problematic journey"
C002922,Jesse,Williams,United Kingdom,Premium,1,2,2,2,1,65.0,HIGH,37.5,HIGH,30.0,MODERATE,46.25,MEDIUM,NORMAL_CUSTOMER,SEVERITY,High journey severity (score 65.00) | High problematic activity frequency (score 37.50) | Moderate persistence of problematic behavior (score 30.00),2 failed payment attempts | 2 payment retries | 2 detected journey anomalies | 1 problematic journey,REPEATED_PAYMENT_FAILURES,"Customer classified as MEDIUM with a risk score of 46.25. Primary risk dimension: SEVERITY. Severity=65.00, Frequency=37.50, Persistence=30.00. 2 failed payment attempts | 2 payment retries | 2 detected journey anomalies | 1 problematic journey"
C002924,Alisha,Cruz,Saudi Arabia,Premium,4,2,2,1,1,75.0,VERY_HIGH,8.75,LOW,28.0,MODERATE,41.02,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Very high journey severity (score 75.00) | Low problematic activity frequency (score 8.75) | Moderate persistence of problematic behavior (score 28.00),2 failed payment attempts | 2 payment retries | 1 detected journey anomaly | 1 problematic journey,HIGH_SEVERITY | REPEATED_PAYMENT_FAILURES,"Customer classified as MEDIUM with a risk score of 41.02. Primary risk dimension: SEVERITY. Severity=75.00, Frequency=8.75, Persistence=28.00. 2 failed payment attempts | 2 payment retries | 1 detected journey anomaly | 1 problematic journey"
C002925,Aaron,Cunningham,United Arab Emirates,Standard,3,2,2,3,2,65.0,HIGH,13.33,LOW,65.67,HIGH,49.7,HIGH,FRICTION_PRONE_CUSTOMER,PERSISTENCE,High journey severity (score 65.00) | Low problematic activity frequency (score 13.33) | Persistent problematic behavior (score 65.67),2 failed payment attempts | 2 payment retries | 3 detected journey anomalies | 2 problematic journeys,PERSISTENT_BEHAVIOR | REPEATED_PAYMENT_FAILURES | MULTIPLE_PROBLEMATIC_JOURNEYS,"Customer classified as HIGH with a risk score of 49.70. Primary risk dimension: PERSISTENCE. Severity=65.00, Frequency=13.33, Persistence=65.67. 2 failed payment attempts | 2 payment retries | 3 detected journey anomalies | 2 problematic journeys"
C002926,Samantha,Lee,Other,Standard,2,1,1,0,0,30.0,MODERATE,8.12,LOW,0.0,NONE,14.44,LOW,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 30.00) | Low problematic activity frequency (score 8.12) | No persistent problematic behavior,1 failed payment attempts | 1 payment retries,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 14.44. Primary risk dimension: SEVERITY. Severity=30.00, Frequency=8.12, Persistence=0.00. 1 failed payment attempts | 1 payment retries"
C002927,James,Graham,United States,Standard,1,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C002929,Jennifer,Gentry,United States,Standard,3,1,1,1,1,75.0,VERY_HIGH,6.25,LOW,30.0,MODERATE,40.88,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Very high journey severity (score 75.00) | Low problematic activity frequency (score 6.25) | Moderate persistence of problematic behavior (score 30.00),1 failed payment attempts | 1 payment retries | 1 detected journey anomaly | 1 problematic journey,HIGH_SEVERITY,"Customer classified as MEDIUM with a risk score of 40.88. Primary risk dimension: SEVERITY. Severity=75.00, Frequency=6.25, Persistence=30.00. 1 failed payment attempts | 1 payment retries | 1 detected journey anomaly | 1 problematic journey"
C002931,Megan,Hicks,Pakistan,Standard,2,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C002932,Marcus,Burns,United Kingdom,Premium,2,1,1,1,1,70.0,HIGH,9.38,LOW,30.0,MODERATE,39.81,MEDIUM,NORMAL_CUSTOMER,SEVERITY,High journey severity (score 70.00) | Low problematic activity frequency (score 9.38) | Moderate persistence of problematic behavior (score 30.00),1 failed payment attempts | 1 payment retries | 1 detected journey anomaly | 1 problematic journey,HIGH_SEVERITY,"Customer classified as MEDIUM with a risk score of 39.81. Primary risk dimension: SEVERITY. Severity=70.00, Frequency=9.38, Persistence=30.00. 1 failed payment attempts | 1 payment retries | 1 detected journey anomaly | 1 problematic journey"
C002934,Brenda,Horton,Pakistan,Standard,3,2,2,2,1,65.0,HIGH,12.5,LOW,30.0,MODERATE,38.75,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,High journey severity (score 65.00) | Low problematic activity frequency (score 12.50) | Moderate persistence of problematic behavior (score 30.00),2 failed payment attempts | 2 payment retries | 2 detected journey anomalies | 1 problematic journey,REPEATED_PAYMENT_FAILURES,"Customer classified as MEDIUM with a risk score of 38.75. Primary risk dimension: SEVERITY. Severity=65.00, Frequency=12.50, Persistence=30.00. 2 failed payment attempts | 2 payment retries | 2 detected journey anomalies | 1 problematic journey"
C002935,Samantha,Curtis,United Kingdom,Standard,3,0,0,1,1,40.0,MODERATE,0.83,LOW,30.0,MODERATE,25.25,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Moderate journey severity (score 40.00) | Low problematic activity frequency (score 0.83) | Moderate persistence of problematic behavior (score 30.00),1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 25.25. Primary risk dimension: SEVERITY. Severity=40.00, Frequency=0.83, Persistence=30.00. 1 detected journey anomaly | 1 problematic journey"
C002936,Kim,House,Saudi Arabia,Premium,1,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C002937,Meghan,Fitzgerald,United States,VIP,3,3,3,3,1,100.0,VERY_HIGH,18.75,MODERATE,30.0,MODERATE,54.62,HIGH,FRICTION_PRONE_CUSTOMER,SEVERITY,Very high journey severity (score 100.00) | Moderate problematic activity frequency (score 18.75) | Moderate persistence of problematic behavior (score 30.00),3 failed payment attempts | 3 payment retries | 3 detected journey anomalies | 1 problematic journey | 1 critical journey(s),HIGH_SEVERITY | REPEATED_PAYMENT_FAILURES | CRITICAL_JOURNEY,"Customer classified as HIGH with a risk score of 54.62. Primary risk dimension: SEVERITY. Severity=100.00, Frequency=18.75, Persistence=30.00. 3 failed payment attempts | 3 payment retries | 3 detected journey anomalies | 1 problematic journey | 1 critical journey(s)"
C002938,Michelle,Allen,Pakistan,Standard,1,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C002939,Susan,Johnson,Other,Premium,5,1,1,2,2,80.0,VERY_HIGH,4.25,LOW,55.0,HIGH,49.78,HIGH,FRICTION_PRONE_CUSTOMER,SEVERITY,Very high journey severity (score 80.00) | Low problematic activity frequency (score 4.25) | Persistent problematic behavior (score 55.00),1 failed payment attempts | 1 payment retries | 2 detected journey anomalies | 2 problematic journeys | 1 critical journey(s),HIGH_SEVERITY | PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS | CRITICAL_JOURNEY,"Customer classified as HIGH with a risk score of 49.78. Primary risk dimension: SEVERITY. Severity=80.00, Frequency=4.25, Persistence=55.00. 1 failed payment attempts | 1 payment retries | 2 detected journey anomalies | 2 problematic journeys | 1 critical journey(s)"
C002940,Nathaniel,Li,Saudi Arabia,Standard,2,2,2,2,1,65.0,HIGH,18.75,MODERATE,30.0,MODERATE,40.62,MEDIUM,NORMAL_CUSTOMER,SEVERITY,High journey severity (score 65.00) | Moderate problematic activity frequency (score 18.75) | Moderate persistence of problematic behavior (score 30.00),2 failed payment attempts | 2 payment retries | 2 detected journey anomalies | 1 problematic journey,REPEATED_PAYMENT_FAILURES,"Customer classified as MEDIUM with a risk score of 40.62. Primary risk dimension: SEVERITY. Severity=65.00, Frequency=18.75, Persistence=30.00. 2 failed payment attempts | 2 payment retries | 2 detected journey anomalies | 1 problematic journey"
C002941,Sheri,Mccoy,Saudi Arabia,Premium,2,2,2,0,0,35.0,MODERATE,16.25,MODERATE,0.0,NONE,18.88,LOW,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 35.00) | Moderate problematic activity frequency (score 16.25) | No persistent problematic behavior,2 failed payment attempts | 2 payment retries,REPEATED_PAYMENT_FAILURES,"Customer classified as LOW with a risk score of 18.88. Primary risk dimension: SEVERITY. Severity=35.00, Frequency=16.25, Persistence=0.00. 2 failed payment attempts | 2 payment retries"
C002942,Randall,Rhodes,Pakistan,Standard,3,1,1,0,0,35.0,MODERATE,5.42,LOW,0.0,NONE,15.63,LOW,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Moderate journey severity (score 35.00) | Low problematic activity frequency (score 5.42) | No persistent problematic behavior,1 failed payment attempts | 1 payment retries,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 15.63. Primary risk dimension: SEVERITY. Severity=35.00, Frequency=5.42, Persistence=0.00. 1 failed payment attempts | 1 payment retries"
C002943,Craig,Terry,Saudi Arabia,Standard,3,0,0,1,1,45.0,MODERATE,0.83,LOW,30.0,MODERATE,27.25,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Moderate journey severity (score 45.00) | Low problematic activity frequency (score 0.83) | Moderate persistence of problematic behavior (score 30.00),1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 27.25. Primary risk dimension: SEVERITY. Severity=45.00, Frequency=0.83, Persistence=30.00. 1 detected journey anomaly | 1 problematic journey"
C002945,Derek,Green,United States,Standard,1,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C002946,Eric,Gibson,Saudi Arabia,Standard,1,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C002947,Stacy,Becker,Pakistan,Premium,4,0,0,2,2,45.0,MODERATE,1.25,LOW,59.0,HIGH,36.08,MEDIUM,NORMAL_CUSTOMER,PERSISTENCE,Moderate journey severity (score 45.00) | Low problematic activity frequency (score 1.25) | Persistent problematic behavior (score 59.00),2 detected journey anomalies | 2 problematic journeys,PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS,"Customer classified as MEDIUM with a risk score of 36.08. Primary risk dimension: PERSISTENCE. Severity=45.00, Frequency=1.25, Persistence=59.00. 2 detected journey anomalies | 2 problematic journeys"
C002948,Latoya,King,Pakistan,Standard,2,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C002950,Debra,Lynn,Other,Premium,3,1,1,1,1,75.0,VERY_HIGH,6.25,LOW,30.0,MODERATE,40.88,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Very high journey severity (score 75.00) | Low problematic activity frequency (score 6.25) | Moderate persistence of problematic behavior (score 30.00),1 failed payment attempts | 1 payment retries | 1 detected journey anomaly | 1 problematic journey,HIGH_SEVERITY,"Customer classified as MEDIUM with a risk score of 40.88. Primary risk dimension: SEVERITY. Severity=75.00, Frequency=6.25, Persistence=30.00. 1 failed payment attempts | 1 payment retries | 1 detected journey anomaly | 1 problematic journey"
C002951,Grant,Skinner,United States,Standard,4,1,1,0,0,35.0,MODERATE,4.06,LOW,0.0,NONE,15.22,LOW,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Moderate journey severity (score 35.00) | Low problematic activity frequency (score 4.06) | No persistent problematic behavior,1 failed payment attempts | 1 payment retries,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 15.22. Primary risk dimension: SEVERITY. Severity=35.00, Frequency=4.06, Persistence=0.00. 1 failed payment attempts | 1 payment retries"
C002952,Tanya,Smith,United Kingdom,Standard,2,1,1,2,2,75.0,VERY_HIGH,10.62,LOW,79.0,VERY_HIGH,56.89,HIGH,FRICTION_PRONE_CUSTOMER,PERSISTENCE,Very high journey severity (score 75.00) | Low problematic activity frequency (score 10.62) | Very persistent problematic behavior (score 79.00),1 failed payment attempts | 1 payment retries | 2 detected journey anomalies | 2 problematic journeys,HIGH_SEVERITY | PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS,"Customer classified as HIGH with a risk score of 56.89. Primary risk dimension: PERSISTENCE. Severity=75.00, Frequency=10.62, Persistence=79.00. 1 failed payment attempts | 1 payment retries | 2 detected journey anomalies | 2 problematic journeys"
C002954,Sarah,Newman,United Arab Emirates,Premium,3,0,0,1,1,40.0,MODERATE,0.83,LOW,30.0,MODERATE,25.25,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Moderate journey severity (score 40.00) | Low problematic activity frequency (score 0.83) | Moderate persistence of problematic behavior (score 30.00),1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 25.25. Primary risk dimension: SEVERITY. Severity=40.00, Frequency=0.83, Persistence=30.00. 1 detected journey anomaly | 1 problematic journey"
C002957,Brianna,Willis,United Kingdom,Standard,2,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C002959,Kurt,Stone,Saudi Arabia,Standard,3,1,1,1,1,40.0,MODERATE,6.25,LOW,30.0,MODERATE,26.88,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Moderate journey severity (score 40.00) | Low problematic activity frequency (score 6.25) | Moderate persistence of problematic behavior (score 30.00),1 failed payment attempts | 1 payment retries | 1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 26.88. Primary risk dimension: SEVERITY. Severity=40.00, Frequency=6.25, Persistence=30.00. 1 failed payment attempts | 1 payment retries | 1 detected journey anomaly | 1 problematic journey"
C002960,Haley,Lopez,United States,Standard,4,2,2,3,1,100.0,VERY_HIGH,10.0,LOW,28.0,MODERATE,51.4,HIGH,FRICTION_PRONE_CUSTOMER,SEVERITY,Very high journey severity (score 100.00) | Low problematic activity frequency (score 10.00) | Moderate persistence of problematic behavior (score 28.00),2 failed payment attempts | 2 payment retries | 3 detected journey anomalies | 1 problematic journey | 1 critical journey(s),HIGH_SEVERITY | REPEATED_PAYMENT_FAILURES | CRITICAL_JOURNEY,"Customer classified as HIGH with a risk score of 51.40. Primary risk dimension: SEVERITY. Severity=100.00, Frequency=10.00, Persistence=28.00. 2 failed payment attempts | 2 payment retries | 3 detected journey anomalies | 1 problematic journey | 1 critical journey(s)"
C002962,Jessica,Gallegos,United Arab Emirates,Premium,2,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C002963,Stacy,King,United Arab Emirates,VIP,4,1,1,1,1,45.0,MODERATE,4.69,LOW,28.0,MODERATE,27.81,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Moderate journey severity (score 45.00) | Low problematic activity frequency (score 4.69) | Moderate persistence of problematic behavior (score 28.00),1 failed payment attempts | 1 payment retries | 1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 27.81. Primary risk dimension: SEVERITY. Severity=45.00, Frequency=4.69, Persistence=28.00. 1 failed payment attempts | 1 payment retries | 1 detected journey anomaly | 1 problematic journey"
C002965,Peter,Ponce,Other,Premium,6,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C002966,Virginia,Barrett,United Kingdom,Premium,2,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C002967,Tammy,Reyes,United Kingdom,Standard,1,1,1,0,0,35.0,MODERATE,16.25,MODERATE,0.0,NONE,18.88,LOW,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 35.00) | Moderate problematic activity frequency (score 16.25) | No persistent problematic behavior,1 failed payment attempts | 1 payment retries,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 18.88. Primary risk dimension: SEVERITY. Severity=35.00, Frequency=16.25, Persistence=0.00. 1 failed payment attempts | 1 payment retries"
C002968,Antonio,Parker,Pakistan,Standard,2,1,1,0,0,30.0,MODERATE,8.12,LOW,0.0,NONE,14.44,LOW,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 30.00) | Low problematic activity frequency (score 8.12) | No persistent problematic behavior,1 failed payment attempts | 1 payment retries,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 14.44. Primary risk dimension: SEVERITY. Severity=30.00, Frequency=8.12, Persistence=0.00. 1 failed payment attempts | 1 payment retries"
C002970,Samantha,Walter,United Arab Emirates,Standard,2,0,0,1,1,45.0,MODERATE,1.25,LOW,30.0,MODERATE,27.38,MEDIUM,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 45.00) | Low problematic activity frequency (score 1.25) | Moderate persistence of problematic behavior (score 30.00),1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 27.38. Primary risk dimension: SEVERITY. Severity=45.00, Frequency=1.25, Persistence=30.00. 1 detected journey anomaly | 1 problematic journey"
