customer_id,first_name,last_name,country,customer_segment,total_bookings,total_failed_payments,total_retries,total_anomalies,problematic_journeys,severity_score,frequency_score,persistence_score,customer_risk_score,customer_risk_level,behavior_profile,risk_segment,segment_reason
C002248,Trevor,Davis,United States,Premium,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002249,Bryan,Austin,Pakistan,Standard,1,0,0,1,1,40.0,2.5,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002251,Robert,Robbins,Saudi Arabia,Premium,1,1,1,0,0,35.0,16.25,0.0,18.88,LOW,NORMAL_CUSTOMER,FREQUENT_FRICTION,Frequency score 16.25 | Repeated problematic activity
C002252,Todd,Young,Other,VIP,2,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002254,Johnathan,Cox,United States,Standard,3,0,0,2,2,45.0,1.67,65.67,38.2,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_RISK,Repeated problematic journeys | Persistence score 65.67
C002256,Colleen,Conway,Pakistan,Standard,2,0,0,1,1,40.0,1.25,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002257,Brittney,Mann,Pakistan,Premium,2,0,0,2,2,45.0,2.5,79.0,42.45,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_RISK,Repeated problematic journeys | Persistence score 79.00
C002258,James,Clark,United Arab Emirates,Premium,2,0,0,1,1,45.0,1.25,30.0,27.38,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002259,Daniel,Gonzalez,United Arab Emirates,Standard,4,0,0,2,2,40.0,1.25,59.0,34.08,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_RISK,Repeated problematic journeys | Persistence score 59.00
C002260,Kevin,Nicholson,United Arab Emirates,Standard,3,2,2,4,3,65.0,14.17,91.0,57.55,HIGH,FRICTION_PRONE_CUSTOMER,PERSISTENT_RISK,Repeated problematic journeys | Persistence score 91.00
C002262,Martin,Kane,Pakistan,Standard,4,4,4,6,4,65.0,20.0,100.0,62.0,HIGH,FRICTION_PRONE_CUSTOMER,PERSISTENT_RISK,Repeated problematic journeys | Persistence score 100.00
C002263,Christine,Carroll,Other,Premium,3,0,0,1,1,40.0,0.83,30.0,25.25,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002264,Linda,Snyder,United Arab Emirates,Standard,2,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002266,Matthew,Keller,Pakistan,Standard,4,0,0,0,0,0.0,0.0,0.0,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER,LOYAL_STABLE_CUSTOMER,Multiple bookings | Low journey friction | Minimal problematic journeys
C002267,Lisa,Knight,Pakistan,VIP,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002268,Michele,Fleming,United Kingdom,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002269,Terri,Cunningham,Saudi Arabia,Premium,1,0,0,1,1,45.0,2.5,30.0,27.75,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002270,Derek,Jones,Pakistan,Premium,2,0,0,1,1,40.0,1.25,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002271,Malik,Anderson,Saudi Arabia,Standard,1,0,0,1,1,40.0,2.5,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002273,James,Green,United Arab Emirates,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002274,Leon,Hudson,United Kingdom,Standard,2,0,0,1,1,40.0,1.25,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002275,Tamara,Perez,Other,Premium,1,0,0,1,1,40.0,2.5,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002276,Tanya,Mills,Pakistan,Standard,1,0,0,1,1,40.0,2.5,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002277,Kelly,Casey,United Kingdom,Standard,2,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002278,Heather,Lee,Pakistan,Standard,2,1,1,0,0,35.0,8.12,0.0,16.44,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002279,Travis,Gregory,Pakistan,Standard,2,0,0,1,1,40.0,1.25,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002280,Barbara,Braun,Saudi Arabia,Standard,2,2,2,0,0,35.0,16.25,0.0,18.88,LOW,NORMAL_CUSTOMER,FREQUENT_FRICTION,Frequency score 16.25 | Repeated problematic activity
C002281,John,Steele,Saudi Arabia,Standard,2,1,1,1,1,75.0,9.38,30.0,41.81,MEDIUM,NORMAL_CUSTOMER,RECENT_HIGH_SEVERITY,High severity score 75.00 | Limited evidence of repeated behavior
C002282,Nicholas,Patel,United Arab Emirates,Standard,2,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002283,Lisa,King,United Arab Emirates,Standard,1,0,0,1,1,45.0,2.5,30.0,27.75,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002284,Phillip,Castro,Saudi Arabia,Standard,2,1,1,1,1,75.0,9.38,30.0,41.81,MEDIUM,NORMAL_CUSTOMER,RECENT_HIGH_SEVERITY,High severity score 75.00 | Limited evidence of repeated behavior
C002285,Daniel,Gibson,Saudi Arabia,Standard,1,0,0,1,1,45.0,2.5,30.0,27.75,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002286,Anne,Pace,Saudi Arabia,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002287,Brittany,Davidson,Other,Premium,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002290,Andrea,Mcmillan,Saudi Arabia,Standard,2,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002291,Stephanie,Reynolds,Pakistan,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002292,Steven,Carney,Saudi Arabia,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002293,Jeanette,Hill,Saudi Arabia,VIP,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002294,Samuel,Frazier,Pakistan,Standard,2,1,1,0,0,30.0,8.12,0.0,14.44,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002295,Kelly,Owens,Saudi Arabia,Standard,5,0,0,2,2,45.0,1.0,55.0,34.8,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_RISK,Repeated problematic journeys | Persistence score 55.00
C002296,Heather,Ward,Saudi Arabia,Standard,2,0,0,1,1,40.0,1.25,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002297,Lori,Blake,Saudi Arabia,Standard,2,1,1,0,0,30.0,8.12,0.0,14.44,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002298,Laura,Stephenson,Saudi Arabia,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002299,Robert,Walker,Saudi Arabia,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002300,Victor,Ramirez,United Arab Emirates,VIP,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002301,Cynthia,Fisher,United States,Standard,3,0,0,1,1,45.0,0.83,30.0,27.25,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002303,Donna,Smith,Pakistan,Premium,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002306,Charles,Armstrong,United Arab Emirates,Standard,1,0,0,1,1,40.0,2.5,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002307,Vicki,Johnson,Saudi Arabia,Standard,1,1,1,0,0,30.0,16.25,0.0,16.88,LOW,NORMAL_CUSTOMER,FREQUENT_FRICTION,Frequency score 16.25 | Repeated problematic activity
C002308,Timothy,Mclaughlin,Pakistan,Premium,2,0,0,1,1,45.0,1.25,30.0,27.38,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002309,Richard,Spence,Saudi Arabia,Standard,1,1,1,0,0,30.0,16.25,0.0,16.88,LOW,NORMAL_CUSTOMER,FREQUENT_FRICTION,Frequency score 16.25 | Repeated problematic activity
C002310,William,Coleman,United Arab Emirates,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002312,Heather,Wright,Other,Standard,2,1,1,0,0,35.0,8.12,0.0,16.44,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002314,Krystal,Collins,United Kingdom,VIP,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002315,Michael,Garrett,Other,Premium,1,0,0,1,1,40.0,2.5,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002316,Paula,Davis,Saudi Arabia,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002321,Diane,Cook,Other,Standard,2,0,0,1,1,45.0,1.25,30.0,27.38,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002322,Michael,Wright,United Kingdom,Premium,2,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002323,Deborah,Rodriguez,Pakistan,Standard,2,0,0,1,1,40.0,1.25,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002324,Bradley,Allen,United Arab Emirates,Standard,1,2,2,2,1,65.0,37.5,30.0,46.25,MEDIUM,NORMAL_CUSTOMER,FREQUENT_FRICTION,Frequency score 37.50 | Repeated problematic activity
C002325,Tonya,Peterson,United States,Standard,4,2,2,1,1,75.0,8.75,28.0,41.02,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,RECENT_HIGH_SEVERITY,High severity score 75.00 | Limited evidence of repeated behavior
C002326,Erica,Brown,Other,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002327,Reginald,Cook,United States,Premium,2,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002328,Karen,Bauer,Saudi Arabia,Standard,3,1,1,1,1,40.0,6.25,30.0,26.88,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Increasing problem frequency | Early persistence signal
C002330,Russell,Parsons,Saudi Arabia,Standard,2,1,1,0,0,30.0,8.12,0.0,14.44,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002331,Alex,Harvey,Saudi Arabia,Standard,4,2,2,6,4,100.0,11.88,100.0,73.56,HIGH,FRICTION_PRONE_CUSTOMER,PERSISTENT_RISK,Repeated problematic journeys | Persistence score 100.00
C002332,Jonathan,Duran,Saudi Arabia,Standard,2,1,1,0,0,30.0,8.12,0.0,14.44,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002333,William,Garrett,Pakistan,Premium,2,0,0,1,1,40.0,1.25,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002335,Beverly,Miller,Saudi Arabia,Standard,3,1,1,1,1,40.0,6.25,30.0,26.88,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Increasing problem frequency | Early persistence signal
C002336,Barbara,Brown,United Arab Emirates,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002337,Sean,Johnson,United Arab Emirates,Standard,2,0,0,1,1,40.0,1.25,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002339,Kelsey,Abbott,Saudi Arabia,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002340,Brianna,Brown,United Arab Emirates,Standard,3,0,0,1,1,40.0,0.83,30.0,25.25,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002341,Vincent,Anderson,United States,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002342,Michael,Ellison,Saudi Arabia,Standard,2,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002343,Angel,Ramos,Saudi Arabia,Premium,1,0,0,1,1,45.0,2.5,30.0,27.75,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002344,Dan,Turner,United Arab Emirates,Premium,2,0,0,1,1,40.0,1.25,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002346,Suzanne,Jones,United Kingdom,Standard,1,1,1,0,0,30.0,16.25,0.0,16.88,LOW,NORMAL_CUSTOMER,FREQUENT_FRICTION,Frequency score 16.25 | Repeated problematic activity
C002347,Darren,Byrd,United Kingdom,Premium,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002348,Shelia,Hansen,United Arab Emirates,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002350,Larry,James,Saudi Arabia,Standard,5,2,2,2,2,75.0,7.5,55.0,48.75,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_RISK,Repeated problematic journeys | Persistence score 55.00
C002351,Stanley,Davis,Pakistan,Standard,2,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002353,Timothy,Hall,Pakistan,Standard,4,0,0,3,3,40.0,1.88,81.0,40.86,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_RISK,Repeated problematic journeys | Persistence score 81.00
C002354,Thomas,Greene,Other,Standard,1,0,0,1,1,45.0,2.5,30.0,27.75,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002355,Samuel,Keller,United Kingdom,Premium,1,1,1,0,0,30.0,16.25,0.0,16.88,LOW,NORMAL_CUSTOMER,FREQUENT_FRICTION,Frequency score 16.25 | Repeated problematic activity
C002356,Heather,Smith,Saudi Arabia,Premium,2,1,1,0,0,30.0,8.12,0.0,14.44,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002357,Luis,Reyes,Other,Standard,1,1,1,0,0,30.0,16.25,0.0,16.88,LOW,NORMAL_CUSTOMER,FREQUENT_FRICTION,Frequency score 16.25 | Repeated problematic activity
C002359,Lisa,Hobbs,Pakistan,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002360,Darin,Harvey,Saudi Arabia,Premium,2,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002361,Melinda,Morgan,Saudi Arabia,VIP,1,1,1,1,1,80.0,18.75,30.0,46.62,MEDIUM,NORMAL_CUSTOMER,RECENT_HIGH_SEVERITY,High severity score 80.00 | Limited evidence of repeated behavior
C002362,Deborah,Pace,United Arab Emirates,Premium,2,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002363,Erica,Logan,Saudi Arabia,Premium,2,0,0,1,1,45.0,1.25,30.0,27.38,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002364,Frank,Gibson,United Arab Emirates,Standard,2,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002365,Tonya,Murphy,Pakistan,Premium,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002366,John,Lee,Saudi Arabia,Premium,2,0,0,1,1,40.0,1.25,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002367,Greg,Garcia,Saudi Arabia,Premium,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002368,Ethan,Larson,Pakistan,Standard,2,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002369,Anita,Jones,United Arab Emirates,Premium,3,1,1,0,0,30.0,5.42,0.0,13.63,LOW,LOYAL_LOW_FRICTION_CUSTOMER,LOYAL_STABLE_CUSTOMER,Multiple bookings | Low journey friction | Minimal problematic journeys
C002370,Susan,Clarke,United Kingdom,Standard,2,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002371,Jesse,Lee,United Kingdom,Standard,2,2,2,4,2,65.0,21.25,79.0,56.08,HIGH,FRICTION_PRONE_CUSTOMER,PERSISTENT_RISK,Repeated problematic journeys | Persistence score 79.00
C002372,Richard,Berry,United States,Standard,3,0,0,0,0,0.0,0.0,0.0,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER,LOYAL_STABLE_CUSTOMER,Multiple bookings | Low journey friction | Minimal problematic journeys
C002374,Danielle,Scott,United Arab Emirates,Standard,1,0,0,1,1,45.0,2.5,30.0,27.75,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002375,Ryan,Fisher,United Kingdom,Premium,2,1,1,1,1,40.0,9.38,30.0,27.81,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Increasing problem frequency | Early persistence signal
C002377,Christina,Wallace,United Arab Emirates,Standard,4,2,2,2,1,65.0,9.38,28.0,37.21,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Increasing problem frequency | Early persistence signal
C002379,Brittany,Robles,United Arab Emirates,Premium,3,3,3,3,1,100.0,18.75,30.0,54.62,HIGH,FRICTION_PRONE_CUSTOMER,RECENT_HIGH_SEVERITY,High severity score 100.00 | Limited evidence of repeated behavior
C002380,Paul,Brown,United States,Standard,2,1,1,1,1,40.0,9.38,30.0,27.81,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Increasing problem frequency | Early persistence signal
C002381,Janet,Collins,United States,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002382,Jamie,Graham,Other,Standard,4,0,0,1,1,40.0,0.62,28.0,24.59,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002383,Karen,Moyer,Other,Standard,3,0,0,2,2,40.0,1.67,65.67,36.2,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_RISK,Repeated problematic journeys | Persistence score 65.67
C002384,Lindsey,Webster,United Arab Emirates,Premium,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002385,Bryan,Collins,United Arab Emirates,Premium,3,1,1,2,2,70.0,7.08,65.67,49.82,HIGH,FRICTION_PRONE_CUSTOMER,PERSISTENT_RISK,Repeated problematic journeys | Persistence score 65.67
C002386,Cristian,Mcclure,Pakistan,Premium,2,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002387,Monica,Rowe,United Arab Emirates,Standard,3,0,0,1,1,45.0,0.83,30.0,27.25,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002388,Jacob,Hernandez,Pakistan,Standard,2,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002391,Jose,Wood,United Arab Emirates,Standard,2,0,0,1,1,40.0,1.25,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002392,Michelle,Smith,Saudi Arabia,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002394,Danielle,Gregory,Saudi Arabia,VIP,1,0,0,1,1,40.0,2.5,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002395,Candice,Brown,Other,Premium,2,1,1,1,1,75.0,9.38,30.0,41.81,MEDIUM,NORMAL_CUSTOMER,RECENT_HIGH_SEVERITY,High severity score 75.00 | Limited evidence of repeated behavior
C002396,Cheryl,Hunter,United Arab Emirates,Standard,2,1,1,0,0,30.0,8.12,0.0,14.44,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002397,Brenda,Conley,Saudi Arabia,Standard,1,2,2,2,1,60.0,37.5,30.0,44.25,MEDIUM,NORMAL_CUSTOMER,FREQUENT_FRICTION,Frequency score 37.50 | Repeated problematic activity
C002398,Michael,Trevino,Saudi Arabia,VIP,3,0,0,1,1,45.0,0.83,30.0,27.25,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002399,Megan,Henderson,Pakistan,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002400,Christina,Gonzalez,Pakistan,Premium,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002401,Lisa,Gonzalez,United Arab Emirates,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002402,Janice,Kerr,Saudi Arabia,Premium,2,2,2,0,0,35.0,16.25,0.0,18.88,LOW,NORMAL_CUSTOMER,FREQUENT_FRICTION,Frequency score 16.25 | Repeated problematic activity
C002403,Kenneth,Glover,United Arab Emirates,Premium,1,0,0,1,1,45.0,2.5,30.0,27.75,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002404,Christina,Peterson,United Arab Emirates,Standard,2,0,0,1,1,40.0,1.25,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002409,Isaac,Rivera,Other,Standard,2,1,1,0,0,30.0,8.12,0.0,14.44,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002410,Heather,Lane,United Arab Emirates,Standard,2,0,0,1,1,45.0,1.25,30.0,27.38,MEDIUM,NORMAL_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Early persistence signal
C002411,William,Mccarty,United Kingdom,Premium,3,1,1,1,1,45.0,6.25,30.0,28.88,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,DEVELOPING_FRICTION,Emerging risk indicators | Increasing problem frequency | Early persistence signal
C002412,Robert,Jensen,Saudi Arabia,Premium,2,1,1,0,0,30.0,8.12,0.0,14.44,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002414,Patrick,Martin,Saudi Arabia,Standard,1,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
C002415,Jacob,Gibson,Pakistan,Standard,2,0,0,0,0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,STABLE_CUSTOMER,Low overall risk | Low severity | Low frequency
