customer_id,first_name,last_name,country,customer_segment,total_bookings,total_booking_value,total_payment_attempts,total_failed_payments,total_successful_payments,total_retries,average_friction_score,maximum_friction_score,total_anomalies,high_risk_journeys,critical_journeys,problematic_journeys,severity_score,failure_rate_per_booking,retry_rate_per_booking,anomaly_rate_per_booking,frequency_score,problematic_journey_rate,persistence_score,customer_risk_score,customer_risk_level,behavior_profile,research_risk_signals
C002764,Brian,Robles,United Arab Emirates,Standard,3,5653.99,3,0,3,0,41.67,45.0,3,0,0,3,45.0,0.0,0.0,1.0,2.5,1.0,91.0,46.05,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS
C002765,Wendy,Rivas,Saudi Arabia,Standard,2,4808.2,3,1,2,1,15.0,30.0,0,0,0,0,30.0,0.5,0.5,0.0,8.12,0.0,0.0,14.44,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002766,Jennifer,Jackson,Other,Standard,3,7031.41,4,1,3,1,51.67,75.0,3,1,0,3,75.0,0.33,0.33,1.0,7.92,1.0,91.0,59.68,HIGH,FRICTION_PRONE_CUSTOMER,HIGH_SEVERITY | PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS
C002767,Christopher,Jackson,Pakistan,Standard,1,564.58,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002768,Samantha,Perry,Saudi Arabia,Standard,1,1827.06,1,0,1,0,40.0,40.0,1,0,0,1,40.0,0.0,0.0,1.0,2.5,1.0,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002769,Phyllis,Rodriguez,Pakistan,Standard,2,3788.91,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002770,April,Murphy,United Kingdom,Standard,1,4581.1,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002771,Jaclyn,Hart,Saudi Arabia,Standard,1,641.79,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002773,Terri,Clark,United States,Standard,3,9815.61,3,0,3,0,15.0,45.0,1,0,0,1,45.0,0.0,0.0,0.33,0.83,0.33,30.0,27.25,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002774,Christopher,Weaver,United Arab Emirates,Standard,5,13939.56,9,4,5,4,51.0,75.0,5,2,0,4,75.0,0.8,0.8,1.0,15.5,0.8,92.0,62.25,HIGH,FRICTION_PRONE_CUSTOMER,HIGH_SEVERITY | PERSISTENT_BEHAVIOR | REPEATED_PAYMENT_FAILURES | MULTIPLE_PROBLEMATIC_JOURNEYS
C002775,Cody,Mcmillan,Pakistan,Standard,5,14970.31,7,2,5,2,29.0,75.0,2,1,0,2,75.0,0.4,0.4,0.4,7.5,0.4,55.0,48.75,MEDIUM,NORMAL_CUSTOMER,HIGH_SEVERITY | PERSISTENT_BEHAVIOR | REPEATED_PAYMENT_FAILURES | MULTIPLE_PROBLEMATIC_JOURNEYS
C002776,Dennis,Martinez,United Arab Emirates,Standard,3,7345.03,4,1,3,1,40.0,75.0,2,1,0,2,75.0,0.33,0.33,0.67,7.08,0.67,65.67,51.82,HIGH,FRICTION_PRONE_CUSTOMER,HIGH_SEVERITY | PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS
C002777,Lori,Lewis,Saudi Arabia,Standard,1,4657.15,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002778,Charles,Kelly,Saudi Arabia,Standard,1,934.07,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002779,Ashley,Thompson,United Arab Emirates,Standard,2,4011.12,2,0,2,0,20.0,40.0,1,0,0,1,40.0,0.0,0.0,0.5,1.25,0.5,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002780,Ryan,Morales,Saudi Arabia,Premium,5,19713.87,8,3,5,3,19.0,65.0,2,1,0,1,65.0,0.6,0.6,0.4,10.75,0.2,26.0,37.02,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,REPEATED_PAYMENT_FAILURES
C002781,Tamara,Stewart,Saudi Arabia,Standard,4,7292.56,12,8,4,8,62.5,65.0,8,4,0,4,65.0,2.0,2.0,2.0,37.5,1.0,100.0,67.25,HIGH,FRICTION_PRONE_CUSTOMER,PERSISTENT_BEHAVIOR | REPEATED_PAYMENT_FAILURES | MULTIPLE_PROBLEMATIC_JOURNEYS
C002782,Joel,Price,United States,Standard,1,554.62,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002783,Jose,Ellis,Other,Standard,2,5678.75,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002784,Leslie,Jones,United States,Standard,2,5734.52,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002785,Lauren,Briggs,Other,Premium,2,6823.25,3,1,2,1,17.5,35.0,0,0,0,0,35.0,0.5,0.5,0.0,8.12,0.0,0.0,16.44,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002786,Jaclyn,Santos,Saudi Arabia,Premium,3,6671.28,4,1,3,1,23.33,40.0,1,0,0,1,40.0,0.33,0.33,0.33,6.25,0.33,30.0,26.88,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002787,Jill,Wood,Other,Standard,3,8802.93,3,0,3,0,15.0,45.0,1,0,0,1,45.0,0.0,0.0,0.33,0.83,0.33,30.0,27.25,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002788,Louis,Jones,Saudi Arabia,Standard,1,3967.46,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002789,Joseph,Robinson,Other,Premium,1,506.15,1,0,1,0,45.0,45.0,1,0,0,1,45.0,0.0,0.0,1.0,2.5,1.0,30.0,27.75,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002790,Charles,Turner,Other,Standard,1,2035.32,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002791,James,George,United Kingdom,Standard,2,4641.58,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002792,Kimberly,Bird,Other,Standard,1,1007.07,2,1,1,1,70.0,70.0,1,1,0,1,70.0,1.0,1.0,1.0,18.75,1.0,30.0,42.62,MEDIUM,NORMAL_CUSTOMER,HIGH_SEVERITY
C002793,Brenda,Garcia,Pakistan,Standard,1,3980.42,2,1,1,1,30.0,30.0,0,0,0,0,30.0,1.0,1.0,0.0,16.25,0.0,0.0,16.88,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002794,Eric,Herrera,Saudi Arabia,Premium,3,6209.76,6,3,3,3,46.67,65.0,3,1,0,2,65.0,1.0,1.0,1.0,18.75,0.67,65.67,51.33,HIGH,FRICTION_PRONE_CUSTOMER,PERSISTENT_BEHAVIOR | REPEATED_PAYMENT_FAILURES | MULTIPLE_PROBLEMATIC_JOURNEYS
C002795,Frank,Mooney,United Arab Emirates,Standard,1,4228.96,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002796,Steven,Jefferson,Pakistan,Standard,2,6180.07,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002797,Richard,Jackson,Saudi Arabia,Standard,1,3736.95,2,1,1,1,70.0,70.0,1,1,0,1,70.0,1.0,1.0,1.0,18.75,1.0,30.0,42.62,MEDIUM,NORMAL_CUSTOMER,HIGH_SEVERITY
C002798,Amanda,Haley,Pakistan,Premium,1,3752.84,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002799,Tami,Greene,Other,Standard,2,9361.49,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002800,Jared,Jarvis,Saudi Arabia,Premium,2,4783.35,2,0,2,0,20.0,40.0,1,0,0,1,40.0,0.0,0.0,0.5,1.25,0.5,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002801,Kyle,Horton,United States,Standard,4,11425.44,8,4,4,4,52.5,100.0,4,2,1,2,100.0,1.0,1.0,1.0,18.75,0.5,59.0,63.32,HIGH,FRICTION_PRONE_CUSTOMER,HIGH_SEVERITY | PERSISTENT_BEHAVIOR | REPEATED_PAYMENT_FAILURES | MULTIPLE_PROBLEMATIC_JOURNEYS | CRITICAL_JOURNEY
C002802,Joseph,Gregory,Other,Premium,1,2467.53,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002804,Eric,Benson,Other,Standard,3,3729.93,4,1,3,1,10.0,30.0,0,0,0,0,30.0,0.33,0.33,0.0,5.42,0.0,0.0,13.63,LOW,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002805,Gina,Rivera,Pakistan,Standard,1,4120.44,3,2,1,2,100.0,100.0,3,1,1,1,100.0,2.0,2.0,3.0,40.0,1.0,30.0,61.0,HIGH,FRICTION_PRONE_CUSTOMER,HIGH_SEVERITY | REPEATED_PAYMENT_FAILURES | CRITICAL_JOURNEY
C002806,Margaret,Reid,Other,Premium,1,3330.64,2,1,1,1,75.0,75.0,1,1,0,1,75.0,1.0,1.0,1.0,18.75,1.0,30.0,44.62,MEDIUM,NORMAL_CUSTOMER,HIGH_SEVERITY
C002807,Heidi,Henson,United States,Standard,4,16578.16,5,1,4,1,17.5,40.0,1,0,0,1,40.0,0.25,0.25,0.25,4.69,0.25,28.0,25.81,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002809,Mary,York,United Arab Emirates,Standard,3,12696.13,3,0,3,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002810,Mark,Olson,United Kingdom,Standard,2,7465.18,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002811,Christopher,Rogers,Saudi Arabia,Premium,5,17278.61,5,0,5,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002812,John,Franklin,Pakistan,Standard,2,8869.95,3,1,2,1,15.0,30.0,0,0,0,0,30.0,0.5,0.5,0.0,8.12,0.0,0.0,14.44,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002813,Michael,Richards,United Kingdom,Premium,1,3845.75,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002814,William,Reyes,Saudi Arabia,Standard,1,3144.96,1,0,1,0,40.0,40.0,1,0,0,1,40.0,0.0,0.0,1.0,2.5,1.0,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002815,Erica,Davidson,Pakistan,VIP,1,680.27,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002816,Jorge,Hall,United States,Standard,1,3073.81,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002817,Vicki,Matthews,United Arab Emirates,Standard,1,4593.69,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002818,Anthony,Mcneil,Saudi Arabia,Standard,4,16546.31,4,0,4,0,11.25,45.0,1,0,0,1,45.0,0.0,0.0,0.25,0.62,0.25,28.0,26.59,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002820,Shannon,Jensen,United Arab Emirates,Standard,1,515.71,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002822,John,Parker,Saudi Arabia,Premium,1,4409.42,1,0,1,0,40.0,40.0,1,0,0,1,40.0,0.0,0.0,1.0,2.5,1.0,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002823,Steven,Rojas,Pakistan,Premium,2,8228.93,3,1,2,1,35.0,40.0,1,0,0,1,40.0,0.5,0.5,0.5,9.38,0.5,30.0,27.81,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002824,Linda,Todd,Saudi Arabia,Premium,2,3975.18,3,1,2,1,15.0,30.0,0,0,0,0,30.0,0.5,0.5,0.0,8.12,0.0,0.0,14.44,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002825,Donald,Harvey,United Arab Emirates,Standard,3,10920.35,5,2,3,2,21.67,65.0,2,1,0,1,65.0,0.67,0.67,0.67,12.5,0.33,30.0,38.75,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,REPEATED_PAYMENT_FAILURES
C002826,Alexander,Brown,United States,Standard,2,2398.9,4,2,2,2,50.0,100.0,3,1,1,1,100.0,1.0,1.0,1.5,20.0,0.5,30.0,55.0,HIGH,FRICTION_PRONE_CUSTOMER,HIGH_SEVERITY | REPEATED_PAYMENT_FAILURES | CRITICAL_JOURNEY
C002828,Toni,Phillips,Saudi Arabia,Standard,1,2460.24,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002829,David,Hernandez,United Arab Emirates,Standard,3,3863.94,3,0,3,0,13.33,40.0,1,0,0,1,40.0,0.0,0.0,0.33,0.83,0.33,30.0,25.25,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002830,Madison,Harris,Saudi Arabia,Standard,1,1469.2,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002831,Nathan,Johnson,United Arab Emirates,VIP,2,8066.81,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002832,Crystal,Mclean,United Kingdom,Standard,4,14366.11,6,2,4,2,17.5,35.0,0,0,0,0,35.0,0.5,0.5,0.0,8.12,0.0,0.0,16.44,LOW,LOYAL_LOW_FRICTION_CUSTOMER,REPEATED_PAYMENT_FAILURES
C002833,Deanna,George,Saudi Arabia,Premium,3,3739.42,3,0,3,0,13.33,40.0,1,0,0,1,40.0,0.0,0.0,0.33,0.83,0.33,30.0,25.25,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002834,Brandi,Bautista,Saudi Arabia,Standard,1,2478.01,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002835,Jonathan,Stevenson,United Arab Emirates,Premium,1,4550.06,3,2,1,2,65.0,65.0,2,1,0,1,65.0,2.0,2.0,2.0,37.5,1.0,30.0,46.25,MEDIUM,NORMAL_CUSTOMER,REPEATED_PAYMENT_FAILURES
C002836,Lisa,Murphy,Other,Standard,2,1172.2,3,1,2,1,15.0,30.0,0,0,0,0,30.0,0.5,0.5,0.0,8.12,0.0,0.0,14.44,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002838,Caleb,Schneider,Saudi Arabia,Standard,3,8712.95,4,1,3,1,11.67,35.0,0,0,0,0,35.0,0.33,0.33,0.0,5.42,0.0,0.0,15.63,LOW,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002839,Rachel,Hodges,United States,Premium,4,12931.74,5,1,4,1,27.5,40.0,2,0,0,2,40.0,0.25,0.25,0.5,5.31,0.5,59.0,35.29,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS
C002840,Scott,Meyer,United Arab Emirates,Standard,2,4990.68,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002842,Rebecca,Wong,United States,Standard,3,7665.25,4,1,3,1,10.0,30.0,0,0,0,0,30.0,0.33,0.33,0.0,5.42,0.0,0.0,13.63,LOW,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002843,Maria,Roberts,Other,Standard,2,6936.26,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002844,Martin,Johnson,Other,Standard,2,4997.31,2,0,2,0,20.0,40.0,1,0,0,1,40.0,0.0,0.0,0.5,1.25,0.5,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002845,Brad,Bradford,Pakistan,Standard,2,5239.01,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002846,Steven,Rivera,United Arab Emirates,Premium,1,1638.29,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002849,Lorraine,Knox,Pakistan,VIP,1,635.33,3,2,1,2,65.0,65.0,2,1,0,1,65.0,2.0,2.0,2.0,37.5,1.0,30.0,46.25,MEDIUM,NORMAL_CUSTOMER,REPEATED_PAYMENT_FAILURES
C002850,Randall,Ortega,United Arab Emirates,Standard,4,9301.35,5,1,4,1,7.5,30.0,0,0,0,0,30.0,0.25,0.25,0.0,4.06,0.0,0.0,13.22,LOW,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002851,Anthony,Wright,United Kingdom,Standard,4,15250.39,7,3,4,3,45.0,75.0,2,1,0,2,75.0,0.75,0.75,0.5,13.44,0.5,59.0,51.73,HIGH,FRICTION_PRONE_CUSTOMER,HIGH_SEVERITY | PERSISTENT_BEHAVIOR | REPEATED_PAYMENT_FAILURES | MULTIPLE_PROBLEMATIC_JOURNEYS
C002852,Felicia,Mcdaniel,Saudi Arabia,Standard,1,1415.42,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002853,Gerald,Ball,Saudi Arabia,VIP,1,4978.78,1,0,1,0,40.0,40.0,1,0,0,1,40.0,0.0,0.0,1.0,2.5,1.0,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002854,Jason,Franklin,Other,Standard,3,8030.08,3,0,3,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002855,Jacob,James,Saudi Arabia,Standard,3,7460.64,4,1,3,1,26.67,45.0,1,0,0,1,45.0,0.33,0.33,0.33,6.25,0.33,30.0,28.88,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002857,Nicole,Ramos,Saudi Arabia,Standard,1,4616.39,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002858,Austin,Smith,Saudi Arabia,Standard,4,14471.9,6,2,4,2,15.0,30.0,0,0,0,0,30.0,0.5,0.5,0.0,8.12,0.0,0.0,14.44,LOW,LOYAL_LOW_FRICTION_CUSTOMER,REPEATED_PAYMENT_FAILURES
C002861,Kenneth,Lee,Other,Standard,2,5735.93,3,1,2,1,17.5,35.0,0,0,0,0,35.0,0.5,0.5,0.0,8.12,0.0,0.0,16.44,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002862,Robert,Walters,Saudi Arabia,Standard,1,3355.34,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002863,Andrea,Thomas,Other,Premium,1,1390.22,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002864,Bruce,Harris,Pakistan,Standard,2,4661.54,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002867,James,Guerra,Pakistan,Standard,3,7566.45,4,1,3,1,10.0,30.0,0,0,0,0,30.0,0.33,0.33,0.0,5.42,0.0,0.0,13.63,LOW,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002868,Nicole,Frederick,United States,Standard,1,4441.47,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002869,Alicia,Young,Saudi Arabia,Standard,1,1488.91,3,2,1,2,65.0,65.0,2,1,0,1,65.0,2.0,2.0,2.0,37.5,1.0,30.0,46.25,MEDIUM,NORMAL_CUSTOMER,REPEATED_PAYMENT_FAILURES
C002870,Crystal,Miller,United Arab Emirates,Standard,4,7206.36,4,0,4,0,21.25,45.0,2,0,0,2,45.0,0.0,0.0,0.5,1.25,0.5,59.0,36.08,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS
C002871,Leah,Hardy,Other,Standard,1,563.37,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002872,Laura,Collins,Other,Standard,2,7651.63,2,0,2,0,20.0,40.0,1,0,0,1,40.0,0.0,0.0,0.5,1.25,0.5,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002873,Veronica,Griffith,Other,Standard,2,6796.52,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002874,Kimberly,Sanchez,United Arab Emirates,Standard,1,2524.72,2,1,1,1,30.0,30.0,0,0,0,0,30.0,1.0,1.0,0.0,16.25,0.0,0.0,16.88,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002876,Amy,Wright,United Arab Emirates,Standard,2,6601.89,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002878,Roberta,West,Saudi Arabia,Standard,1,3174.21,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002879,Wayne,Reid,Pakistan,Standard,2,5642.4,5,3,2,3,67.5,70.0,3,2,0,2,70.0,1.5,1.5,1.5,28.12,1.0,79.0,60.14,HIGH,FRICTION_PRONE_CUSTOMER,HIGH_SEVERITY | PERSISTENT_BEHAVIOR | REPEATED_PAYMENT_FAILURES | MULTIPLE_PROBLEMATIC_JOURNEYS
C002881,Hector,Harrington,United Arab Emirates,Standard,1,4304.39,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002882,Luis,Miller,Other,Standard,2,8907.39,3,1,2,1,37.5,40.0,1,0,0,1,40.0,0.5,0.5,0.5,9.38,0.5,30.0,27.81,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002884,Paula,Sanders,Saudi Arabia,Premium,2,4753.98,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C002886,Brian,Alexander,Other,Premium,1,3294.92,1,0,1,0,40.0,40.0,1,0,0,1,40.0,0.0,0.0,1.0,2.5,1.0,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
