customer_id,first_name,last_name,country,customer_segment,total_bookings,total_booking_value,average_booking_value,total_payment_attempts,total_failed_payments,total_successful_payments,total_retries,total_events,average_journey_duration,maximum_journey_duration,average_friction_score,maximum_friction_score,total_anomalies,critical_journeys,high_risk_journeys,customer_payment_attempts,customer_successful_payments,customer_failed_payments,customer_payment_success_rate,customer_risk_score,customer_risk_level,behavior_profile
C002151,Nicholas,Russell,United Arab Emirates,Standard,1,799.05,799.05,1,0,1,0,7,82.18,82.18,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002152,Angela,Washington,Saudi Arabia,Standard,3,5604.18,1868.06,5,2,3,2,25,77.14,96.75,51.67,75.0,2,0,1,5,3,2,0.6,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C002153,Brian,Russell,United Kingdom,Premium,1,503.86,503.86,1,0,1,0,7,54.38,54.38,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002154,Albert,Hall,United States,Standard,4,14069.1,3517.28,5,1,4,1,30,58.64,80.18,18.75,40.0,1,0,0,5,4,1,0.8,13.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C002156,Vincent,Adams,Saudi Arabia,Standard,2,5984.49,2992.24,5,3,2,3,23,63.48,80.83,47.5,65.0,2,0,1,5,2,3,0.4,44.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C002157,Ryan,Richmond,Saudi Arabia,Premium,7,21152.6,3021.8,9,2,7,2,55,66.77,87.75,8.57,30.0,0,0,0,9,7,2,0.78,16.0,LOW,FRICTION_PRONE_CUSTOMER
C002159,Ariel,Sanchez,United Arab Emirates,Standard,5,15879.15,3175.83,7,2,5,2,40,74.44,84.1,21.0,75.0,1,0,1,7,5,2,0.71,31.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C002160,Michaela,Peters,United Kingdom,Standard,3,8123.8,2707.93,5,2,3,2,26,85.3,89.85,35.0,65.0,3,0,1,5,3,2,0.6,41.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C002161,Cody,Glover,United Kingdom,Standard,2,6848.45,3424.22,3,1,2,1,17,49.22,61.73,15.0,30.0,0,0,0,3,2,1,0.67,8.0,LOW,NORMAL_CUSTOMER
C002162,Allison,Torres,Pakistan,Premium,3,6763.42,2254.47,4,1,3,1,23,76.37,99.3,23.33,70.0,1,0,1,4,3,1,0.75,23.0,LOW,FRICTION_PRONE_CUSTOMER
C002163,Brad,Russell,United Arab Emirates,Standard,1,2089.34,2089.34,1,0,1,0,7,81.18,81.18,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002164,Jason,Miller,United States,VIP,2,6605.75,3302.88,2,0,2,0,13,71.18,80.78,22.5,45.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002165,Miranda,Fields,United Arab Emirates,Premium,1,886.11,886.11,2,1,1,1,9,86.85,86.85,75.0,75.0,1,0,1,2,1,1,0.5,23.0,LOW,FRICTION_PRONE_CUSTOMER
C002166,Paige,Harris,Other,Premium,2,3212.5,1606.25,3,1,2,1,17,65.78,67.35,15.0,30.0,0,0,0,3,2,1,0.67,8.0,LOW,NORMAL_CUSTOMER
C002167,Thomas,Faulkner,Pakistan,Standard,2,5153.6,2576.8,4,2,2,2,20,74.62,86.42,30.0,30.0,0,0,0,4,2,2,0.5,16.0,LOW,FRICTION_PRONE_CUSTOMER
C002170,Sara,Casey,United Arab Emirates,Standard,4,9981.02,2495.26,5,1,4,1,30,75.62,110.2,20.0,45.0,1,0,0,5,4,1,0.8,13.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C002171,Rachel,Medina,United Kingdom,Standard,2,2877.12,1438.56,2,0,2,0,14,45.55,54.72,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002172,Anna,Henderson,Saudi Arabia,Standard,1,1722.35,1722.35,2,1,1,1,9,67.93,67.93,75.0,75.0,1,0,1,2,1,1,0.5,23.0,LOW,FRICTION_PRONE_CUSTOMER
C002173,Antonio,Buck,Saudi Arabia,Standard,3,10594.86,3531.62,4,1,3,1,24,64.36,84.03,10.0,30.0,0,0,0,4,3,1,0.75,8.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C002174,Sarah,Hayes,Other,Standard,1,4950.9,4950.9,1,0,1,0,7,101.88,101.88,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002175,Leonard,Smith,Saudi Arabia,Standard,1,1989.4,1989.4,1,0,1,0,7,50.85,50.85,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002176,Suzanne,Marshall,United States,Standard,2,7678.06,3839.03,3,1,2,1,16,70.12,109.62,37.5,45.0,1,0,0,3,2,1,0.67,13.0,LOW,NORMAL_CUSTOMER
C002177,Brenda,Calderon,Saudi Arabia,Standard,2,6537.92,3268.96,2,0,2,0,13,77.93,91.48,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002179,Jennifer,Stanton,United Kingdom,Standard,1,1886.34,1886.34,2,1,1,1,10,77.73,77.73,30.0,30.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C002180,Raymond,Smith,Pakistan,Standard,2,5898.56,2949.28,3,1,2,1,16,52.52,53.27,37.5,75.0,1,0,1,3,2,1,0.67,23.0,LOW,FRICTION_PRONE_CUSTOMER
C002181,Chase,Mahoney,United Arab Emirates,Premium,2,7141.2,3570.6,3,1,2,1,16,85.59,91.85,37.5,75.0,1,0,1,3,2,1,0.67,23.0,LOW,FRICTION_PRONE_CUSTOMER
C002182,Francisco,Olson,Saudi Arabia,Premium,3,8876.92,2958.97,4,1,3,1,23,74.01,110.83,23.33,40.0,1,0,0,4,3,1,0.75,13.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C002183,John,Harper,Saudi Arabia,Premium,1,3031.14,3031.14,1,0,1,0,7,31.52,31.52,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002186,Peggy,Bell,Other,Standard,1,1058.2,1058.2,1,0,1,0,7,86.17,86.17,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002187,Martin,Chen,Other,Standard,2,3767.33,1883.66,2,0,2,0,13,54.56,56.73,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002188,Karla,Richards,United States,Standard,2,7563.62,3781.81,2,0,2,0,14,80.47,102.42,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002189,Donald,Dixon,United States,Standard,2,3244.95,1622.48,2,0,2,0,14,64.05,77.5,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002191,Jennifer,Stevenson,Saudi Arabia,Premium,3,6940.08,2313.36,3,0,3,0,20,66.22,82.62,15.0,45.0,1,0,0,3,3,0,1.0,5.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C002193,Terri,Turner,United Kingdom,Standard,1,2914.6,2914.6,1,0,1,0,7,64.38,64.38,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002194,Brian,Foster,Pakistan,VIP,1,2573.15,2573.15,1,0,1,0,7,90.85,90.85,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002195,Samuel,Martinez,Saudi Arabia,Premium,2,8054.75,4027.38,2,0,2,0,14,54.4,66.33,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002196,Mary,Taylor,United Arab Emirates,Standard,1,4390.28,4390.28,1,0,1,0,6,32.2,32.2,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002197,Matthew,Hawkins,United Arab Emirates,Premium,2,4309.92,2154.96,2,0,2,0,14,82.98,89.6,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002198,Kayla,Ramirez,Other,Standard,1,1775.96,1775.96,2,1,1,1,10,98.12,98.12,35.0,35.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C002199,Stephanie,Reynolds,Pakistan,Premium,2,8350.91,4175.46,3,1,2,1,17,53.94,66.9,17.5,35.0,0,0,0,3,2,1,0.67,8.0,LOW,NORMAL_CUSTOMER
C002201,Kim,Bernard,Other,Standard,1,2355.5,2355.5,3,2,1,2,13,118.33,118.33,65.0,65.0,2,0,1,3,1,2,0.33,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C002203,Joshua,Fleming,United Arab Emirates,Standard,2,4207.52,2103.76,2,0,2,0,14,67.72,67.9,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002204,Victoria,Cooper,Saudi Arabia,Standard,2,7293.82,3646.91,3,1,2,1,16,77.28,90.2,37.5,75.0,1,0,1,3,2,1,0.67,23.0,LOW,FRICTION_PRONE_CUSTOMER
C002205,Tracy,Green,United Kingdom,Standard,3,7460.53,2486.84,4,1,3,1,24,64.86,108.77,11.67,35.0,0,0,0,4,3,1,0.75,8.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C002206,Michael,Mullins,Other,Standard,2,3983.89,1991.95,3,1,2,1,17,75.11,97.75,15.0,30.0,0,0,0,3,2,1,0.67,8.0,LOW,NORMAL_CUSTOMER
C002207,Shelley,Chavez,Saudi Arabia,VIP,1,4176.99,4176.99,1,0,1,0,6,60.97,60.97,45.0,45.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002208,Ryan,Sanchez,Other,Standard,1,2725.55,2725.55,1,0,1,0,7,64.78,64.78,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002209,Erin,Bird,Saudi Arabia,Standard,2,3786.73,1893.36,3,1,2,1,17,89.64,91.52,15.0,30.0,0,0,0,3,2,1,0.67,8.0,LOW,NORMAL_CUSTOMER
C002210,Donna,Peterson,Other,Standard,2,6795.06,3397.53,2,0,2,0,13,78.76,94.65,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002212,Christine,Greene,United States,Standard,2,6069.29,3034.64,2,0,2,0,13,49.24,49.63,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002213,Lauren,Smith,Saudi Arabia,Standard,2,5269.98,2634.99,3,1,2,1,16,82.82,103.77,35.0,40.0,1,0,0,3,2,1,0.67,13.0,LOW,NORMAL_CUSTOMER
C002214,Jennifer,Holt,Other,VIP,1,3801.89,3801.89,1,0,1,0,7,91.23,91.23,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002215,Christopher,Lucas,United Kingdom,Standard,1,3498.18,3498.18,1,0,1,0,7,63.93,63.93,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002217,Jennifer,Alvarez,United States,Standard,1,1980.08,1980.08,1,0,1,0,7,68.62,68.62,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002218,Cynthia,Valenzuela,Saudi Arabia,Standard,3,9088.4,3029.47,3,0,3,0,20,63.74,71.67,13.33,40.0,1,0,0,3,3,0,1.0,5.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C002219,Jodi,Chambers,Other,Standard,1,1857.58,1857.58,1,0,1,0,6,33.52,33.52,45.0,45.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002220,Levi,Gutierrez,Saudi Arabia,Premium,1,3878.74,3878.74,1,0,1,0,6,75.65,75.65,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002221,Daniel,Woodard,United Kingdom,VIP,3,11586.51,3862.17,3,0,3,0,20,57.75,73.77,13.33,40.0,1,0,0,3,3,0,1.0,5.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C002223,Kyle,Farmer,Saudi Arabia,Standard,1,2774.84,2774.84,3,2,1,2,13,63.55,63.55,65.0,65.0,2,0,1,3,1,2,0.33,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C002224,Michael,Medina,Saudi Arabia,VIP,1,3329.37,3329.37,3,2,1,2,13,95.93,95.93,65.0,65.0,2,0,1,3,1,2,0.33,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C002225,Joseph,Cobb,Saudi Arabia,Standard,2,7392.16,3696.08,2,0,2,0,14,62.68,68.58,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002226,David,Banks,United Arab Emirates,Standard,1,3378.89,3378.89,1,0,1,0,6,64.75,64.75,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002227,Jacob,Jones,United Arab Emirates,Premium,2,4257.3,2128.65,2,0,2,0,14,69.9,84.18,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002229,Angela,Collier,Saudi Arabia,Standard,1,1012.24,1012.24,1,0,1,0,7,72.78,72.78,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002230,Ricky,Powers,Saudi Arabia,Standard,1,1468.78,1468.78,1,0,1,0,6,83.83,83.83,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002231,Anthony,Chambers,United Kingdom,Standard,3,7607.43,2535.81,4,1,3,1,22,61.01,75.07,38.33,45.0,2,0,0,4,3,1,0.75,18.0,LOW,NORMAL_CUSTOMER
C002234,Carly,Carey,Other,Standard,1,3375.56,3375.56,2,1,1,1,10,95.23,95.23,35.0,35.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C002235,Mark,Howard,United Kingdom,Standard,2,5805.03,2902.52,2,0,2,0,12,66.2,74.82,42.5,45.0,2,0,0,2,2,0,1.0,10.0,LOW,NORMAL_CUSTOMER
C002236,Paul,Thompson,Pakistan,Standard,2,4539.64,2269.82,2,0,2,0,14,78.33,97.23,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002238,Paul,Terry,Saudi Arabia,Standard,2,4474.64,2237.32,4,2,2,2,20,70.92,78.88,32.5,65.0,2,0,1,4,2,2,0.5,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C002239,Christopher,Smith,Saudi Arabia,Premium,1,4303.1,4303.1,3,2,1,2,13,95.92,95.92,65.0,65.0,2,0,1,3,1,2,0.33,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C002241,Rebecca,Mayer,United States,Standard,2,2629.81,1314.9,2,0,2,0,14,47.04,58.17,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002242,Tiffany,Wallace,Saudi Arabia,Standard,3,6821.74,2273.91,8,5,3,5,35,62.39,69.85,66.67,70.0,5,0,3,8,3,5,0.38,95.0,CRITICAL,HIGH_RISK_CUSTOMER
C002243,Ashley,Walker,Pakistan,Premium,3,10427.45,3475.82,4,1,3,1,24,67.02,85.3,10.0,30.0,0,0,0,4,3,1,0.75,8.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C002244,Gavin,Smith,Other,Standard,3,9779.83,3259.94,6,3,3,3,30,90.42,104.7,33.33,65.0,2,0,1,6,3,3,0.5,44.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C002245,Oscar,Campbell,Other,Standard,2,8431.46,4215.73,2,0,2,0,14,76.49,94.43,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002247,Kevin,Howard,Saudi Arabia,Standard,1,3644.5,3644.5,1,0,1,0,6,75.55,75.55,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002248,Trevor,Davis,United States,Premium,1,1900.07,1900.07,1,0,1,0,7,75.63,75.63,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002249,Bryan,Austin,Pakistan,Standard,1,4986.77,4986.77,1,0,1,0,6,58.53,58.53,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002251,Robert,Robbins,Saudi Arabia,Premium,1,2045.9,2045.9,2,1,1,1,10,68.32,68.32,35.0,35.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C002252,Todd,Young,Other,VIP,2,5262.81,2631.4,2,0,2,0,14,53.62,63.37,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002254,Johnathan,Cox,United States,Standard,3,4618.44,1539.48,3,0,3,0,19,65.9,75.5,30.0,45.0,2,0,0,3,3,0,1.0,10.0,LOW,NORMAL_CUSTOMER
C002256,Colleen,Conway,Pakistan,Standard,2,6847.89,3423.94,2,0,2,0,13,51.76,52.25,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002257,Brittney,Mann,Pakistan,Premium,2,4199.61,2099.8,2,0,2,0,12,62.56,78.95,42.5,45.0,2,0,0,2,2,0,1.0,10.0,LOW,NORMAL_CUSTOMER
C002258,James,Clark,United Arab Emirates,Premium,2,6448.3,3224.15,2,0,2,0,13,38.03,47.25,22.5,45.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002259,Daniel,Gonzalez,United Arab Emirates,Standard,4,13483.96,3370.99,4,0,4,0,26,66.25,83.93,20.0,40.0,2,0,0,4,4,0,1.0,10.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C002260,Kevin,Nicholson,United Arab Emirates,Standard,3,6116.86,2038.95,5,2,3,2,25,68.02,88.77,50.0,65.0,4,0,1,5,3,2,0.6,46.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C002262,Martin,Kane,Pakistan,Standard,4,13689.12,3422.28,8,4,4,4,38,79.54,97.77,51.25,65.0,6,0,2,8,4,4,0.5,82.0,CRITICAL,HIGH_RISK_CUSTOMER
C002263,Christine,Carroll,Other,Premium,3,10018.34,3339.45,3,0,3,0,20,73.77,86.73,13.33,40.0,1,0,0,3,3,0,1.0,5.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C002264,Linda,Snyder,United Arab Emirates,Standard,2,4614.63,2307.32,2,0,2,0,14,61.6,65.42,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002266,Matthew,Keller,Pakistan,Standard,4,8627.01,2156.75,4,0,4,0,28,60.5,77.17,0.0,0.0,0,0,0,4,4,0,1.0,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C002267,Lisa,Knight,Pakistan,VIP,1,4031.84,4031.84,1,0,1,0,7,80.58,80.58,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002268,Michele,Fleming,United Kingdom,Standard,1,2024.39,2024.39,1,0,1,0,7,75.85,75.85,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002269,Terri,Cunningham,Saudi Arabia,Premium,1,3702.63,3702.63,1,0,1,0,6,56.73,56.73,45.0,45.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002270,Derek,Jones,Pakistan,Premium,2,5073.73,2536.86,2,0,2,0,13,89.86,94.47,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002271,Malik,Anderson,Saudi Arabia,Standard,1,2276.52,2276.52,1,0,1,0,6,92.43,92.43,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002273,James,Green,United Arab Emirates,Standard,1,3454.39,3454.39,1,0,1,0,7,74.42,74.42,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002274,Leon,Hudson,United Kingdom,Standard,2,6162.7,3081.35,2,0,2,0,13,65.71,77.17,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002275,Tamara,Perez,Other,Premium,1,773.67,773.67,1,0,1,0,6,71.22,71.22,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002276,Tanya,Mills,Pakistan,Standard,1,3121.05,3121.05,1,0,1,0,6,76.95,76.95,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002277,Kelly,Casey,United Kingdom,Standard,2,4718.48,2359.24,2,0,2,0,14,51.18,68.68,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002278,Heather,Lee,Pakistan,Standard,2,7049.84,3524.92,3,1,2,1,17,79.06,84.15,17.5,35.0,0,0,0,3,2,1,0.67,8.0,LOW,NORMAL_CUSTOMER
C002279,Travis,Gregory,Pakistan,Standard,2,6866.46,3433.23,2,0,2,0,13,65.54,79.75,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002280,Barbara,Braun,Saudi Arabia,Standard,2,2729.75,1364.88,4,2,2,2,20,71.24,87.2,35.0,35.0,0,0,0,4,2,2,0.5,16.0,LOW,FRICTION_PRONE_CUSTOMER
C002281,John,Steele,Saudi Arabia,Standard,2,5859.72,2929.86,3,1,2,1,16,69.1,91.77,37.5,75.0,1,0,1,3,2,1,0.67,23.0,LOW,FRICTION_PRONE_CUSTOMER
C002282,Nicholas,Patel,United Arab Emirates,Standard,2,2530.77,1265.38,2,0,2,0,14,53.17,67.97,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002283,Lisa,King,United Arab Emirates,Standard,1,2023.45,2023.45,1,0,1,0,6,88.98,88.98,45.0,45.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002284,Phillip,Castro,Saudi Arabia,Standard,2,8769.07,4384.54,3,1,2,1,16,61.81,70.4,37.5,75.0,1,0,1,3,2,1,0.67,23.0,LOW,FRICTION_PRONE_CUSTOMER
C002285,Daniel,Gibson,Saudi Arabia,Standard,1,1798.93,1798.93,1,0,1,0,6,92.22,92.22,45.0,45.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002286,Anne,Pace,Saudi Arabia,Standard,1,4114.36,4114.36,1,0,1,0,7,93.77,93.77,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002287,Brittany,Davidson,Other,Premium,1,1161.64,1161.64,1,0,1,0,7,98.32,98.32,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002290,Andrea,Mcmillan,Saudi Arabia,Standard,2,8398.54,4199.27,2,0,2,0,14,65.35,71.18,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002291,Stephanie,Reynolds,Pakistan,Standard,1,4531.69,4531.69,1,0,1,0,7,31.22,31.22,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002292,Steven,Carney,Saudi Arabia,Standard,1,4030.07,4030.07,1,0,1,0,7,48.92,48.92,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002293,Jeanette,Hill,Saudi Arabia,VIP,1,3721.31,3721.31,1,0,1,0,7,87.4,87.4,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002294,Samuel,Frazier,Pakistan,Standard,2,5876.0,2938.0,3,1,2,1,17,65.35,82.78,15.0,30.0,0,0,0,3,2,1,0.67,8.0,LOW,NORMAL_CUSTOMER
C002295,Kelly,Owens,Saudi Arabia,Standard,5,16562.56,3312.51,5,0,5,0,33,73.87,86.9,17.0,45.0,2,0,0,5,5,0,1.0,10.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C002296,Heather,Ward,Saudi Arabia,Standard,2,7013.16,3506.58,2,0,2,0,13,64.88,72.45,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002297,Lori,Blake,Saudi Arabia,Standard,2,6867.29,3433.64,3,1,2,1,17,75.92,87.27,15.0,30.0,0,0,0,3,2,1,0.67,8.0,LOW,NORMAL_CUSTOMER
C002298,Laura,Stephenson,Saudi Arabia,Standard,1,2801.59,2801.59,1,0,1,0,7,79.75,79.75,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002299,Robert,Walker,Saudi Arabia,Standard,1,1515.66,1515.66,1,0,1,0,7,92.75,92.75,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002300,Victor,Ramirez,United Arab Emirates,VIP,1,2429.04,2429.04,1,0,1,0,7,49.45,49.45,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002301,Cynthia,Fisher,United States,Standard,3,9364.21,3121.4,3,0,3,0,20,62.86,84.17,15.0,45.0,1,0,0,3,3,0,1.0,5.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C002303,Donna,Smith,Pakistan,Premium,1,3908.1,3908.1,1,0,1,0,7,49.6,49.6,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002306,Charles,Armstrong,United Arab Emirates,Standard,1,4061.13,4061.13,1,0,1,0,6,80.58,80.58,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002307,Vicki,Johnson,Saudi Arabia,Standard,1,575.5,575.5,2,1,1,1,10,100.8,100.8,30.0,30.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C002308,Timothy,Mclaughlin,Pakistan,Premium,2,8356.11,4178.06,2,0,2,0,13,68.72,93.18,22.5,45.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002309,Richard,Spence,Saudi Arabia,Standard,1,1173.96,1173.96,2,1,1,1,10,68.55,68.55,30.0,30.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C002310,William,Coleman,United Arab Emirates,Standard,1,4480.56,4480.56,1,0,1,0,7,71.37,71.37,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002312,Heather,Wright,Other,Standard,2,6403.88,3201.94,3,1,2,1,17,96.53,96.73,17.5,35.0,0,0,0,3,2,1,0.67,8.0,LOW,NORMAL_CUSTOMER
C002314,Krystal,Collins,United Kingdom,VIP,1,1040.96,1040.96,1,0,1,0,7,48.48,48.48,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002315,Michael,Garrett,Other,Premium,1,731.35,731.35,1,0,1,0,6,27.83,27.83,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002316,Paula,Davis,Saudi Arabia,Standard,1,3267.57,3267.57,1,0,1,0,7,83.75,83.75,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C002321,Diane,Cook,Other,Standard,2,6384.86,3192.43,2,0,2,0,13,67.04,68.58,22.5,45.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C002322,Michael,Wright,United Kingdom,Premium,2,2920.7,1460.35,2,0,2,0,14,61.42,78.57,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
